timestamp,idx,n_total,method,aggregation,score,param.dim,param.attr_mode,param.weights_vec,raw.params
"2025-09-29 15:18:03,319",135,264,fastrp-het,set2set,0.5798,128,,"[1,1,0,0,0,0,0,0,0,0]","{'dim': 128, 'weights': [1, 1, 0, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:18:18,243",136,264,fastrp-het,mil_attention,0.4841,128,,"[1,1,0,0,0,0,0,0,0,0]","{'dim': 128, 'weights': [1, 1, 0, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:18:33,079",137,264,fastrp-het,mean_pool,0.5266,128,,"[1,0,0,0,0,0,0,0,0,0]","{'dim': 128, 'weights': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:18:48,084",138,264,fastrp-het,global_attention,0.5396,128,,"[1,0,0,0,0,0,0,0,0,0]","{'dim': 128, 'weights': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:19:03,216",139,264,fastrp-het,set2set,0.5591,128,,"[1,0,0,0,0,0,0,0,0,0]","{'dim': 128, 'weights': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:19:17,613",140,264,fastrp-het,mil_attention,0.5193,128,,"[1,0,0,0,0,0,0,0,0,0]","{'dim': 128, 'weights': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:19:33,786",141,264,fastrp-het,mean_pool,0.5204,128,,"[0,1,1,1,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 1, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:19:49,169",142,264,fastrp-het,global_attention,0.4933,128,,"[0,1,1,1,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 1, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:20:03,656",143,264,fastrp-het,set2set,0.5518,128,,"[0,1,1,1,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 1, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:20:18,759",144,264,fastrp-het,mil_attention,0.5448,128,,"[0,1,1,1,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 1, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:20:33,792",145,264,fastrp-het,mean_pool,0.5204,128,,"[0,0,1,1,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:20:49,004",146,264,fastrp-het,global_attention,0.5082,128,,"[0,0,1,1,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:21:03,245",147,264,fastrp-het,set2set,0.5551,128,,"[0,0,1,1,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:21:18,272",148,264,fastrp-het,mil_attention,0.5079,128,,"[0,0,1,1,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:21:33,265",149,264,fastrp-het,mean_pool,0.5227,128,,"[0,0,0,1,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:21:47,526",150,264,fastrp-het,global_attention,0.5186,128,,"[0,0,0,1,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:22:01,820",151,264,fastrp-het,set2set,0.532,128,,"[0,0,0,1,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:22:16,967",152,264,fastrp-het,mil_attention,0.5727,128,,"[0,0,0,1,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:22:31,965",153,264,fastrp-het,mean_pool,0.5224,128,,"[0,0,0,0,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:22:47,180",154,264,fastrp-het,global_attention,0.5415,128,,"[0,0,0,0,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:23:02,323",155,264,fastrp-het,set2set,0.5093,128,,"[0,0,0,0,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:23:16,775",156,264,fastrp-het,mil_attention,0.5268,128,,"[0,0,0,0,1,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:23:32,559",157,264,fastrp-het,mean_pool,0.5233,128,,"[0,0,0,0,0,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 1, 1, 1, 1, 1]}"
"2025-09-29 15:23:47,637",158,264,fastrp-het,global_attention,0.5476,128,,"[0,0,0,0,0,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 1, 1, 1, 1, 1]}"
"2025-09-29 15:24:01,703",159,264,fastrp-het,set2set,0.4906,128,,"[0,0,0,0,0,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 1, 1, 1, 1, 1]}"
"2025-09-29 15:24:16,648",160,264,fastrp-het,mil_attention,0.4904,128,,"[0,0,0,0,0,1,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 1, 1, 1, 1, 1]}"
"2025-09-29 15:24:31,602",161,264,fastrp-het,mean_pool,0.5236,128,,"[0,0,0,0,0,0,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 1, 1, 1, 1]}"
"2025-09-29 15:24:46,599",162,264,fastrp-het,global_attention,0.512,128,,"[0,0,0,0,0,0,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 1, 1, 1, 1]}"
"2025-09-29 15:25:00,952",163,264,fastrp-het,set2set,0.4969,128,,"[0,0,0,0,0,0,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 1, 1, 1, 1]}"
"2025-09-29 15:25:15,965",164,264,fastrp-het,mil_attention,0.5059,128,,"[0,0,0,0,0,0,1,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 1, 1, 1, 1]}"
"2025-09-29 15:25:30,954",165,264,fastrp-het,mean_pool,0.523,128,,"[0,0,0,0,0,0,0,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1]}"
"2025-09-29 15:25:45,272",166,264,fastrp-het,global_attention,0.5194,128,,"[0,0,0,0,0,0,0,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1]}"
"2025-09-29 15:25:59,572",167,264,fastrp-het,set2set,0.5145,128,,"[0,0,0,0,0,0,0,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1]}"
"2025-09-29 15:26:14,724",168,264,fastrp-het,mil_attention,0.5387,128,,"[0,0,0,0,0,0,0,1,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1]}"
"2025-09-29 15:26:29,755",169,264,fastrp-het,mean_pool,0.5219,128,,"[0,0,0,0,0,0,0,0,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1]}"
"2025-09-29 15:26:44,927",170,264,fastrp-het,global_attention,0.5145,128,,"[0,0,0,0,0,0,0,0,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1]}"
"2025-09-29 15:27:00,108",171,264,fastrp-het,set2set,0.5729,128,,"[0,0,0,0,0,0,0,0,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1]}"
"2025-09-29 15:27:14,314",172,264,fastrp-het,mil_attention,0.5039,128,,"[0,0,0,0,0,0,0,0,1,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1]}"
"2025-09-29 15:27:30,046",173,264,fastrp-het,mean_pool,0.523,128,,"[0,0,0,0,0,0,0,0,0,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}"
"2025-09-29 15:27:45,058",174,264,fastrp-het,global_attention,0.5407,128,,"[0,0,0,0,0,0,0,0,0,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}"
"2025-09-29 15:27:59,194",175,264,fastrp-het,set2set,0.5723,128,,"[0,0,0,0,0,0,0,0,0,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}"
"2025-09-29 15:28:14,078",176,264,fastrp-het,mil_attention,0.5366,128,,"[0,0,0,0,0,0,0,0,0,1]","{'dim': 128, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}"
"2025-09-29 15:29:10,737",181,264,fastrp-het,mean_pool,0.6169,256,,"[1,1,1,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:29:32,431",182,264,fastrp-het,global_attention,0.6208,256,,"[1,1,1,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:29:54,299",183,264,fastrp-het,set2set,0.5686,256,,"[1,1,1,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:30:17,190",184,264,fastrp-het,mil_attention,0.5556,256,,"[1,1,1,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:30:40,735",185,264,fastrp-het,mean_pool,0.6176,256,,"[1,2,4,8,16,16,8,4,2,1]","{'dim': 256, 'weights': [1, 2, 4, 8, 16, 16, 8, 4, 2, 1]}"
"2025-09-29 15:31:02,553",186,264,fastrp-het,global_attention,0.5908,256,,"[1,2,4,8,16,16,8,4,2,1]","{'dim': 256, 'weights': [1, 2, 4, 8, 16, 16, 8, 4, 2, 1]}"
"2025-09-29 15:31:24,867",187,264,fastrp-het,set2set,0.5557,256,,"[1,2,4,8,16,16,8,4,2,1]","{'dim': 256, 'weights': [1, 2, 4, 8, 16, 16, 8, 4, 2, 1]}"
"2025-09-29 15:31:47,555",188,264,fastrp-het,mil_attention,0.6192,256,,"[1,2,4,8,16,16,8,4,2,1]","{'dim': 256, 'weights': [1, 2, 4, 8, 16, 16, 8, 4, 2, 1]}"
"2025-09-29 15:32:10,118",189,264,fastrp-het,mean_pool,0.6158,256,,"[1,2,4,8,16,32,64,128,256,512]","{'dim': 256, 'weights': [1, 2, 4, 8, 16, 32, 64, 128, 256, 512]}"
"2025-09-29 15:32:33,278",190,264,fastrp-het,global_attention,0.616,256,,"[1,2,4,8,16,32,64,128,256,512]","{'dim': 256, 'weights': [1, 2, 4, 8, 16, 32, 64, 128, 256, 512]}"
"2025-09-29 15:32:55,206",191,264,fastrp-het,set2set,0.5034,256,,"[1,2,4,8,16,32,64,128,256,512]","{'dim': 256, 'weights': [1, 2, 4, 8, 16, 32, 64, 128, 256, 512]}"
"2025-09-29 15:33:16,939",192,264,fastrp-het,mil_attention,0.6073,256,,"[1,2,4,8,16,32,64,128,256,512]","{'dim': 256, 'weights': [1, 2, 4, 8, 16, 32, 64, 128, 256, 512]}"
"2025-09-29 15:33:40,732",193,264,fastrp-het,mean_pool,0.6174,256,,"[1,1,1,1,1,1,1,1,1,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 1, 1, 0]}"
"2025-09-29 15:34:03,426",194,264,fastrp-het,global_attention,0.6055,256,,"[1,1,1,1,1,1,1,1,1,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 1, 1, 0]}"
"2025-09-29 15:34:25,437",195,264,fastrp-het,set2set,0.5778,256,,"[1,1,1,1,1,1,1,1,1,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 1, 1, 0]}"
"2025-09-29 15:34:47,471",196,264,fastrp-het,mil_attention,0.6099,256,,"[1,1,1,1,1,1,1,1,1,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 1, 1, 0]}"
"2025-09-29 15:35:10,891",197,264,fastrp-het,mean_pool,0.6175,256,,"[1,1,1,1,1,1,1,1,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 1, 0, 0]}"
"2025-09-29 15:35:32,676",198,264,fastrp-het,global_attention,0.6047,256,,"[1,1,1,1,1,1,1,1,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 1, 0, 0]}"
"2025-09-29 15:35:54,578",199,264,fastrp-het,set2set,0.5939,256,,"[1,1,1,1,1,1,1,1,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 1, 0, 0]}"
"2025-09-29 15:36:17,326",200,264,fastrp-het,mil_attention,0.635,256,,"[1,1,1,1,1,1,1,1,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 1, 0, 0]}"
"2025-09-29 15:36:39,916",201,264,fastrp-het,mean_pool,0.6187,256,,"[1,1,1,1,1,1,1,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 0, 0, 0]}"
"2025-09-29 15:37:01,743",202,264,fastrp-het,global_attention,0.5967,256,,"[1,1,1,1,1,1,1,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 0, 0, 0]}"
"2025-09-29 15:37:24,819",203,264,fastrp-het,set2set,0.6328,256,,"[1,1,1,1,1,1,1,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 0, 0, 0]}"
"2025-09-29 15:37:46,715",204,264,fastrp-het,mil_attention,0.6054,256,,"[1,1,1,1,1,1,1,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 1, 0, 0, 0]}"
"2025-09-29 15:38:10,539",205,264,fastrp-het,mean_pool,0.6196,256,,"[1,1,1,1,1,1,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 0, 0, 0, 0]}"
"2025-09-29 15:38:33,622",206,264,fastrp-het,global_attention,0.6181,256,,"[1,1,1,1,1,1,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 0, 0, 0, 0]}"
"2025-09-29 15:38:55,405",207,264,fastrp-het,set2set,0.5767,256,,"[1,1,1,1,1,1,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 0, 0, 0, 0]}"
"2025-09-29 15:39:18,491",208,264,fastrp-het,mil_attention,0.5772,256,,"[1,1,1,1,1,1,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 1, 0, 0, 0, 0]}"
"2025-09-29 15:39:40,978",209,264,fastrp-het,mean_pool,0.6197,256,,"[1,1,1,1,1,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]}"
"2025-09-29 15:40:03,689",210,264,fastrp-het,global_attention,0.6058,256,,"[1,1,1,1,1,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]}"
"2025-09-29 15:40:26,738",211,264,fastrp-het,set2set,0.5359,256,,"[1,1,1,1,1,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]}"
"2025-09-29 15:40:48,589",212,264,fastrp-het,mil_attention,0.6216,256,,"[1,1,1,1,1,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 1, 0, 0, 0, 0, 0]}"
"2025-09-29 15:41:12,422",213,264,fastrp-het,mean_pool,0.6211,256,,"[1,1,1,1,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:41:34,135",214,264,fastrp-het,global_attention,0.6415,256,,"[1,1,1,1,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:41:56,991",215,264,fastrp-het,set2set,0.6243,256,,"[1,1,1,1,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:42:19,290",216,264,fastrp-het,mil_attention,0.6063,256,,"[1,1,1,1,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:42:41,833",217,264,fastrp-het,mean_pool,0.6183,256,,"[1,1,1,0,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:43:03,648",218,264,fastrp-het,global_attention,0.6589,256,,"[1,1,1,0,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:43:26,787",219,264,fastrp-het,set2set,0.547,256,,"[1,1,1,0,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:43:48,494",220,264,fastrp-het,mil_attention,0.5449,256,,"[1,1,1,0,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 1, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:44:12,017",221,264,fastrp-het,mean_pool,0.6186,256,,"[1,1,0,0,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 0, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:44:34,015",222,264,fastrp-het,global_attention,0.6253,256,,"[1,1,0,0,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 0, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:44:57,298",223,264,fastrp-het,set2set,0.6272,256,,"[1,1,0,0,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 0, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:45:19,482",224,264,fastrp-het,mil_attention,0.6339,256,,"[1,1,0,0,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 1, 0, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:45:42,032",225,264,fastrp-het,mean_pool,0.616,256,,"[1,0,0,0,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:46:04,708",226,264,fastrp-het,global_attention,0.5998,256,,"[1,0,0,0,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:46:26,602",227,264,fastrp-het,set2set,0.5903,256,,"[1,0,0,0,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:46:48,417",228,264,fastrp-het,mil_attention,0.5972,256,,"[1,0,0,0,0,0,0,0,0,0]","{'dim': 256, 'weights': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]}"
"2025-09-29 15:47:11,898",229,264,fastrp-het,mean_pool,0.6159,256,,"[0,1,1,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 1, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:47:33,751",230,264,fastrp-het,global_attention,0.6345,256,,"[0,1,1,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 1, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:47:56,574",231,264,fastrp-het,set2set,0.5622,256,,"[0,1,1,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 1, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:48:19,458",232,264,fastrp-het,mil_attention,0.5855,256,,"[0,1,1,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 1, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:48:41,934",233,264,fastrp-het,mean_pool,0.6159,256,,"[0,0,1,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:49:04,645",234,264,fastrp-het,global_attention,0.6065,256,,"[0,0,1,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:49:26,526",235,264,fastrp-het,set2set,0.6061,256,,"[0,0,1,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:49:49,445",236,264,fastrp-het,mil_attention,0.5981,256,,"[0,0,1,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 1, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:50:12,790",237,264,fastrp-het,mean_pool,0.6167,256,,"[0,0,0,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:50:34,744",238,264,fastrp-het,global_attention,0.6065,256,,"[0,0,0,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:50:57,479",239,264,fastrp-het,set2set,0.5599,256,,"[0,0,0,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:51:19,637",240,264,fastrp-het,mil_attention,0.5799,256,,"[0,0,0,1,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 1, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:51:43,043",241,264,fastrp-het,mean_pool,0.617,256,,"[0,0,0,0,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:52:04,896",242,264,fastrp-het,global_attention,0.6001,256,,"[0,0,0,0,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:52:27,169",243,264,fastrp-het,set2set,0.5647,256,,"[0,0,0,0,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:52:49,095",244,264,fastrp-het,mil_attention,0.5787,256,,"[0,0,0,0,1,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 1, 1, 1, 1, 1, 1]}"
"2025-09-29 15:53:12,484",245,264,fastrp-het,mean_pool,0.6154,256,,"[0,0,0,0,0,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 1, 1, 1, 1, 1]}"
"2025-09-29 15:53:34,313",246,264,fastrp-het,global_attention,0.6162,256,,"[0,0,0,0,0,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 1, 1, 1, 1, 1]}"
"2025-09-29 15:53:57,090",247,264,fastrp-het,set2set,0.6053,256,,"[0,0,0,0,0,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 1, 1, 1, 1, 1]}"
"2025-09-29 15:54:18,929",248,264,fastrp-het,mil_attention,0.5885,256,,"[0,0,0,0,0,1,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 1, 1, 1, 1, 1]}"
"2025-09-29 15:54:42,452",249,264,fastrp-het,mean_pool,0.6155,256,,"[0,0,0,0,0,0,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 1, 1, 1, 1]}"
"2025-09-29 15:55:04,355",250,264,fastrp-het,global_attention,0.5987,256,,"[0,0,0,0,0,0,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 1, 1, 1, 1]}"
"2025-09-29 15:55:26,236",251,264,fastrp-het,set2set,0.6473,256,,"[0,0,0,0,0,0,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 1, 1, 1, 1]}"
"2025-09-29 15:55:49,246",252,264,fastrp-het,mil_attention,0.6157,256,,"[0,0,0,0,0,0,1,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 1, 1, 1, 1]}"
"2025-09-29 15:56:11,722",253,264,fastrp-het,mean_pool,0.615,256,,"[0,0,0,0,0,0,0,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1]}"
"2025-09-29 15:56:33,579",254,264,fastrp-het,global_attention,0.6327,256,,"[0,0,0,0,0,0,0,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1]}"
"2025-09-29 15:56:56,503",255,264,fastrp-het,set2set,0.5282,256,,"[0,0,0,0,0,0,0,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1]}"
"2025-09-29 15:57:18,762",256,264,fastrp-het,mil_attention,0.5521,256,,"[0,0,0,0,0,0,0,1,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1]}"
"2025-09-29 15:57:42,112",257,264,fastrp-het,mean_pool,0.6153,256,,"[0,0,0,0,0,0,0,0,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1]}"
"2025-09-29 15:58:04,809",258,264,fastrp-het,global_attention,0.616,256,,"[0,0,0,0,0,0,0,0,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1]}"
"2025-09-29 15:58:26,904",259,264,fastrp-het,set2set,0.6205,256,,"[0,0,0,0,0,0,0,0,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1]}"
"2025-09-29 15:58:49,527",260,264,fastrp-het,mil_attention,0.6288,256,,"[0,0,0,0,0,0,0,0,1,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1]}"
"2025-09-29 15:59:12,433",261,264,fastrp-het,mean_pool,0.6145,256,,"[0,0,0,0,0,0,0,0,0,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}"
"2025-09-29 15:59:35,178",262,264,fastrp-het,global_attention,0.5811,256,,"[0,0,0,0,0,0,0,0,0,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}"
"2025-09-29 15:59:57,881",263,264,fastrp-het,set2set,0.5908,256,,"[0,0,0,0,0,0,0,0,0,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}"
"2025-09-29 16:00:20,006",264,264,fastrp-het,mil_attention,0.6121,256,,"[0,0,0,0,0,0,0,0,0,1]","{'dim': 256, 'weights': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}"
