imageID,moran_I,responder,is_tumor_dominant
Mel30_001,0.602479607801321,0,False
Mel30_002,0.6009730441610305,0,False
Mel30_003,0.6016006914285671,0,False
Mel30_004,0.49217620946856977,0,False
Mel30_005,0.6559592437043158,0,False
Mel30_006,-0.6715853833950232,0,True
Mel30_007,0.4595930239774392,0,False
Mel30_008,-0.54977683351993,0,True
Mel30_009,0.5207133326607465,0,False
Mel30_010,0.5895422640576038,0,False
Mel30_011,-0.7209264875735102,0,True
Mel30_012,-0.5384112066507512,0,True
Mel30_013,-0.8001997909948679,0,True
Mel30_014,-0.575985091938481,0,True
Mel30_015,-0.6326418479175187,0,True
Mel30_016,-0.7487604519117053,0,True
Mel30_017,-0.770877059927789,0,True
Mel30_018,-0.7262706919353825,0,True
Mel30_019,-0.8343339448837848,0,True
Mel30_020,-0.6839957846708531,0,True
Mel30_021,0.851736100433378,0,False
Mel30_022,0.6805873398291182,0,False
Mel30_023,0.4580129171046582,0,False
Mel30_024,0.7494155215067617,0,False
Mel30_025,0.8551448736376068,0,False
Mel30_026,0.6891550034500717,0,False
Mel30_027,0.6111495132710004,0,False
Mel30_028,0.9934559193984374,0,False
Mel30_029,1.0,0,False
Mel30_030,0.9446039173565034,0,False
Mel30_031,0.7596235239611827,0,False
Mel30_032,-0.6782667212188849,0,True
Mel30_033,-0.6359584557760869,0,True
Mel30_034,-0.740628987011134,0,True
Mel30_035,-0.6886815581591368,0,True
Mel30_036,-0.7647959993587398,0,True
Mel30_037,-0.8222989160264469,0,True
Mel35_001,-0.258724665643124,0,True
Mel35_002,-0.18824091985738867,0,True
Mel35_003,0.18420541258337908,0,False
Mel35_004,0.2650760614620252,0,False
Mel35_005,-0.2803890223094868,0,True
Mel35_006,0.43996022659168676,0,False
Mel35_007,0.2709546840649698,0,False
Mel35_009,0.07385019370182644,0,False
Mel35_010,0.13330897696662025,0,False
Mel35_011,-0.5817015271599498,0,True
Mel35_012,-0.718501381992366,0,True
Mel35_013,-0.504370510433068,0,True
Mel35_014,-0.5452817659862281,0,True
Mel35_015,-0.7685775369089332,0,True
Mel35_016,-0.7246456181623804,0,True
Mel35_017,-0.7076902758167776,0,True
Mel35_018,-0.6723541564504683,0,True
Mel35_019,-0.7751110202761093,0,True
Mel35_020,-0.855883882063034,0,True
Mel35_021,-0.8274711063120257,0,True
Mel35_022,-0.8026665388336092,0,True
Mel35_023,-0.7820326184906519,0,True
Mel35_024,-0.5336585940864957,0,True
Mel35_025,-0.6870954554377868,0,True
Mel35_026,-0.5051361669314892,0,True
Mel35_029,-0.2626051100173311,0,True
Mel35_030,0.8326753076176769,0,False
Mel35_031,0.9662333626038587,0,False
Mel35_032,1.0,0,False
Mel35_033,0.985524826501067,0,False
Mel35_034,0.8829084056336278,0,False
Mel35_035,1.0,0,False
Mel35_036,0.920081299538464,0,False
Mel35_037,0.9836424043735896,0,False
Mel36_001,0.8513336284016586,0,False
Mel36_002,0.8384625918304015,0,False
Mel36_003,0.8853046288100856,0,False
Mel36_004,0.6524120659860262,0,False
Mel36_005,-0.5399413789575601,0,True
Mel36_006,0.8435325925664487,0,False
Mel36_007,0.8095246675075779,0,False
Mel36_008,0.8464537230064801,0,False
Mel36_009,0.8530545927684485,0,False
Mel36_010,0.8834432567184844,0,False
Mel36_011,0.8427425786209641,0,False
Mel36_012,0.816172567986188,0,False
Mel36_013,0.8971815530987187,0,False
Mel36_014,0.8384314874060611,0,False
Mel36_015,0.818505662720178,0,False
Mel36_016,0.8450840969572662,0,False
Mel36_017,0.9118208854550496,0,False
Mel36_018,0.9005760932965169,0,False
Mel36_019,0.7324734647063851,0,False
Mel36_020,0.8239798997666252,0,False
Mel36_021,0.8268515473875129,0,False
Mel36_022,0.8819437435638382,0,False
Mel36_023,0.8185629613730446,0,False
Mel36_024,0.8934721256527465,0,False
Mel36_025,0.7951665207806885,0,False
Mel36_026,0.8396228881929019,0,False
Mel36_027,0.894339456729678,0,False
Mel36_028,0.8246460859389055,0,False
Mel36_029,0.922841700577428,0,False
Mel36_030,0.9340667872333751,0,False
Mel36_031,0.874476108270543,0,False
